group,label,n,size_gb,chunk_gb,policy,seeds,source_gbps,down_gbps,peer_up_gbps,sink_gbps,memory_gbps,fabric_gbps,rack_gbps,rack_size,ordering,hop_delay_s,slots,root_mode,random_seed,slow_factor,source_memory_gbps,time_s,p50_s,p95_s,min_s,lower_bound_s,source_gb,peer_gb,cross_rack_gb,peak_source_gbps,peak_total_gbps,events,chunks,final_client_cache_gb,wall_seconds
scale,B40_N16_single1,16,140.0,0.25,single,1,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,56.00002000000845,55.95314500000843,55.995332500008445,55.906270000008426,56.0,2240.0,0.0,2240.0,40.0,40.0,17919,560,2240.0,0.49451945900000016
scale,B40_N1_p2p1,1,140.0,0.25,p2p,1,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,3.500020000000033,3.500020000000033,3.500020000000033,3.500020000000033,3.5,140.0,0.0,140.0,40.0,40.0,1119,560,140.0,0.030270707999999757
scale,B40_N1_single1,1,140.0,0.25,single,1,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,3.500020000000033,3.500020000000033,3.500020000000033,3.500020000000033,3.5,140.0,0.0,140.0,40.0,40.0,1119,560,140.0,0.031293125000000366
scale,B40_N32_multi4,32,140.0,0.25,multi,4,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,28.000020000002085,27.97814500000208,28.000020000002085,27.956270000002075,28.0,4480.0,0.0,4480.0,160.0,160.0,8959,560,4480.0,0.31240729099999953
scale,B40_N32_multi8,32,140.0,0.25,multi,8,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,14.000019999999472,13.990644999999471,14.000019999999472,13.981269999999473,14.0,4480.0,0.0,4480.0,320.0,320.0,4479,560,4480.0,0.20113216699999992
scale,B40_N32_p2p1,32,140.0,0.25,p2p,1,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,3.6943900000018375,3.597205000001814,3.6846715000018375,3.5000200000017374,3.5,140.00000000001847,4339.999999949185,559.9999999993271,40.0,1280.0,18510,560,4480.0,1.270511708
scale,B40_N32_single1,32,140.0,0.25,single,1,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,112.00001999996661,111.9031449999667,111.99033249996661,111.80626999996679,112.0,4480.0,0.0,4480.0,40.0,40.0,35839,560,4480.0,1.0057486670000007
scale,B40_N50_multi4,50,140.0,0.25,multi,4,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,45.50002000000606,45.42502000000604,45.49377000000606,41.93127000000525,43.75,7000.0,0.0,7000.0,160.0,160.0,14559,560,7000.0,0.5233537500000001
scale,B40_N50_multi8,50,140.0,0.25,multi,8,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,24.50002000000129,20.99377000000049,24.493770000001287,20.968770000000486,21.875,7000.0,0.0,7000.0,320.0,320.0,7839,560,7000.0,0.3399293339999998
scale,B40_N50_p2p1,50,140.0,0.25,p2p,1,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,3.8072500000028726,3.653635000002811,3.791888500002872,3.5000200000026167,3.5,140.00000000002848,6859.99999982192,699.9999999997017,40.0,2000.0,28608,560,7000.0,2.636846125
scale,B40_N50_single1,50,140.0,0.25,single,1,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,175.0000199999093,174.84689499990947,174.98470749990932,174.6937699999096,175.0,7000.0,0.0,7000.0,40.0,40.0,55999,560,7000.0,1.6495896669999999
scale,B40_N8_multi4,8,140.0,0.25,multi,4,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,7.00001999999987,6.99689499999987,7.00001999999987,6.99376999999987,7.0,1120.0,0.0,1120.0,160.0,160.0,2239,560,1120.0,0.07744266700000013
scale,B40_N8_multi8,8,140.0,0.25,multi,8,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,3.500020000000033,3.500020000000033,3.500020000000033,3.500020000000033,3.5,1120.0,0.0,1120.0,320.0,320.0,1119,560,1120.0,0.04825320899999985
scale,B40_N8_p2p1,8,140.0,0.25,p2p,1,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,3.5439100000003827,3.5219650000003817,3.541715500000383,3.5000200000003785,3.5,140.00000000000117,980.0000000002149,140.00000000000117,40.0,320.0,5046,560,1120.0,0.18610858300000022
scale,B40_N8_single1,8,140.0,0.25,single,1,40.0,40.0,40.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,28.000020000002085,27.97814500000208,27.997832500002083,27.956270000002075,28.0,1120.0,0.0,1120.0,40.0,40.0,8959,560,1120.0,0.24388804200000003
size,size_140_p2p,100,140.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,16.47700000000415,15.238510000004204,16.35315100000416,14.000020000004223,14.0,140.00000000004303,13860.00000147864,1399.999999985743,10.0,1000.0,56658,560,14000.0,8.683763374999998
size,size_140_single,100,140.0,0.25,single,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,1400.0000200007103,1398.7625200007058,1399.8762700007098,1397.5250200007013,1400.0,14000.0,0.0,14000.0,10.0,10.0,111999,560,14000.0,3.4520466669999905
size,size_14_p2p,100,14.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,3.877000000000329,2.6385100000002364,3.7531510000003285,1.4000200000000058,1.4,14.00000000000017,1385.9999999924485,139.99999999995362,10.0,560.0,5754,56,1400.0,0.5067031659999941
size,size_14_single,100,14.0,0.25,single,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,140.0000200000147,138.76252000001443,139.87627000001467,137.52502000001414,140.0,1400.0,0.0,1400.0,10.0,10.0,11199,56,1400.0,0.3442982910000012
size,size_280_p2p,100,280.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,30.477000000003354,29.238510000003462,30.353151000003365,28.00002000000357,28.0,280.00000000083884,27719.99999577567,2799.9999999621296,10.0,1000.0,113218,1120,28000.0,17.22127470799998
size,size_280_single,100,280.0,0.25,single,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,2800.0000200058034,2798.762520005799,2799.876270005803,2797.5250200057944,2800.0,28000.0,0.0,28000.0,10.0,10.0,223999,1120,28000.0,6.838007291999986
size,size_70_p2p,100,70.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,9.477000000003951,8.23851000000397,9.353151000003953,7.00002000000345,7.0,69.99999999999135,6930.0000003262785,699.9999999979366,10.0,1000.0,28378,280,7000.0,4.1252226669999885
size,size_70_single,100,70.0,0.25,single,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,700.0000199996372,698.7625199996382,699.8762699996373,697.5250199996394,700.0,7000.0,0.0,7000.0,10.0,10.0,55999,280,7000.0,1.7304002500000024
slots,slots_1,100,140.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,16.47700000000415,15.238510000004204,16.35315100000416,14.000020000004223,14.0,140.00000000004303,13860.00000147864,1399.999999985743,10.0,1000.0,56658,560,14000.0,8.733070666999993
slots,slots_16,100,140.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,16,fixed,0,1.0,1000000000.0,53.60199999999981,33.80100999999992,51.62190099999982,14.000020000000019,14.0,139.9999999999749,13860.000000245831,1399.9999999988074,10.0,350.0,3633,560,14000.0,2.409229625000009
slots,slots_4,100,140.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,4,fixed,0,1.0,1000000000.0,23.902000000000257,18.951010000000224,23.406901000000254,14.000020000000225,14.0,140.00000000002802,13860.000000422897,1400.0000000061536,10.0,1000.0,14238,560,14000.0,6.0363704170000005
source,source_10_p2p,100,140.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,100,fixed,0,1.0,1000000000.0,261.50200000000035,137.75101000000006,249.12690100000034,14.00002,14.0,139.9999999999997,13860.000000059106,1399.9999999996787,9.999999999999998,60.0,803,560,14000.0,0.6153709999999961
source,source_10_single,100,140.0,0.25,single,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,100,fixed,0,1.0,1000000000.0,1400.00002,1400.00002,1400.00002,1400.00002,1400.0,13999.999999999976,0.0,13999.999999999976,9.99999999999998,9.999999999999998,1119,560,14000.0,0.27613200000000404
source,source_200_p2p,100,140.0,0.25,p2p,1,200.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,100,fixed,0,1.0,1000000000.0,261.50200000000035,137.75101000000006,249.12690100000034,14.00002,14.0,139.9999999999997,13860.000000059106,1399.9999999996787,9.999999999999998,60.0,803,560,14000.0,0.6164542080000075
source,source_200_single,100,140.0,0.25,single,1,200.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,100,fixed,0,1.0,1000000000.0,70.00002,70.00002,70.00002,70.00002,70.0,13999.999999999969,0.0,13999.999999999969,200.0,200.0,1119,560,14000.0,0.2753479590000012
source,source_21.25_p2p,100,140.0,0.25,p2p,1,21.25,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,100,fixed,0,1.0,1000000000.0,261.50200000000035,137.75101000000006,249.12690100000034,14.00002,14.0,139.9999999999997,13860.000000059106,1399.9999999996787,9.999999999999998,60.0,803,560,14000.0,0.6131632080000031
source,source_21.25_single,100,140.0,0.25,single,1,21.25,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,100,fixed,0,1.0,1000000000.0,658.823549411762,658.823549411762,658.823549411762,658.823549411762,658.8235294117648,14000.00000000001,0.0,14000.00000000001,21.249999999999982,21.24999999999999,1119,560,14000.0,0.27442558299999575
source,source_40_p2p,100,140.0,0.25,p2p,1,40.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,100,fixed,0,1.0,1000000000.0,261.50200000000035,137.75101000000006,249.12690100000034,14.00002,14.0,139.9999999999997,13860.000000059106,1399.9999999996787,9.999999999999998,60.0,803,560,14000.0,0.6202232499999951
source,source_40_single,100,140.0,0.25,single,1,40.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,100,fixed,0,1.0,1000000000.0,350.00002,350.00002,350.00002,350.00002,350.0,13999.99999999997,0.0,13999.99999999997,39.99999999999992,39.99999999999999,1119,560,14000.0,0.27320166699999504
source,source_5_p2p,100,140.0,0.25,p2p,1,5.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,100,fixed,0,1.0,1000000000.0,274.0020000000034,150.25101000000066,261.6269010000034,28.00001999999998,28.0,139.999999999987,13860.00000011523,1399.9999999996276,4.999999999999999,60.0,1199,560,14000.0,0.9008554159999989
source,source_5_single,100,140.0,0.25,single,1,5.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,100,fixed,0,1.0,1000000000.0,2800.00002,2800.00002,2800.00002,2800.00002,2800.0,13999.999999999995,0.0,13999.999999999995,4.99999999999999,4.999999999999999,1119,560,14000.0,0.2759893330000125
source,source_80_p2p,100,140.0,0.25,p2p,1,80.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,100,fixed,0,1.0,1000000000.0,261.50200000000035,137.75101000000006,249.12690100000034,14.00002,14.0,139.9999999999997,13860.000000059106,1399.9999999996787,9.999999999999998,60.0,803,560,14000.0,0.6207820829999946
source,source_80_single,100,140.0,0.25,single,1,80.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,100,fixed,0,1.0,1000000000.0,175.00002,175.00002,175.00002,175.00002,175.0,14000.000000000002,0.0,14000.000000000002,79.99999999999984,79.99999999999999,1119,560,14000.0,0.2732015830000023
source_tuned,source_10_p2p_window1,100,140.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,16.47700000000415,15.238510000004204,16.35315100000416,14.000020000004223,14.0,140.00000000004303,13860.00000147864,1399.999999985743,10.0,1000.0,56658,560,14000.0,9.492511167
source_tuned,source_200_p2p_window1,100,140.0,0.25,p2p,1,200.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,16.47700000000415,15.238510000004204,16.35315100000416,14.000020000004223,14.0,140.00000000004303,13860.00000147864,1399.999999985743,10.0,1000.0,56658,560,14000.0,9.276441125
source_tuned,source_21.25_p2p_window1,100,140.0,0.25,p2p,1,21.25,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,16.47700000000415,15.238510000004204,16.35315100000416,14.000020000004223,14.0,140.00000000004303,13860.00000147864,1399.999999985743,10.0,1000.0,56658,560,14000.0,9.429160583
source_tuned,source_40_p2p_window1,100,140.0,0.25,p2p,1,40.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,16.47700000000415,15.238510000004204,16.35315100000416,14.000020000004223,14.0,140.00000000004303,13860.00000147864,1399.999999985743,10.0,1000.0,56658,560,14000.0,9.428212291000001
source_tuned,source_5_p2p_window1,100,140.0,0.25,p2p,1,5.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,30.476999999999414,29.238509999999522,30.353150999999425,28.00001999999963,28.0,140.00000000041194,13860.000001485436,1399.999999985898,5.0,505.0,111998,560,14000.0,13.077161041
source_tuned,source_80_p2p_window1,100,140.0,0.25,p2p,1,80.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,10,local,2e-05,1,fixed,0,1.0,1000000000.0,16.47700000000415,15.238510000004204,16.35315100000416,14.000020000004223,14.0,140.00000000004303,13860.00000147864,1399.999999985743,10.0,1000.0,56658,560,14000.0,9.282771125
topology,random_0,100,140.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,2.0,10,random,2e-05,1,fixed,0,1.0,1000000000.0,725.3109951246089,706.3834085870662,724.6921461246092,632.2630719596709,14.0,140.0000000000865,13859.999999940224,12459.999999984979,2.0,58.6888888888889,111782,560,14000.0,28.185188167000007
topology,random_1,100,140.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,2.0,10,random,2e-05,1,fixed,1,1.0,1000000000.0,722.8904001876622,706.5218330049644,722.3715511876625,285.1018688541786,14.0,140.00000000000284,13859.99999993897,12879.999999999221,2.0000000000000004,49.63333333333334,110426,560,14000.0,26.486903792000007
topology,random_2,100,140.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,2.0,10,random,2e-05,1,fixed,2,1.0,1000000000.0,712.2300814924898,697.3446259494187,711.7112324924899,312.60366078409317,14.0,140.0000000000058,13859.999999981866,12180.00000000021,2.0000000000000004,67.27976190476191,111917,560,14000.0,28.092129041999996
topology,random_3,100,140.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,2.0,10,random,2e-05,1,fixed,3,1.0,1000000000.0,732.7668818737268,714.2577001752902,732.0154628501572,279.0069164032916,14.0,140.0000000000011,13859.999999820146,13159.999999871481,2.000000000000001,59.50666666666667,111582,560,14000.0,28.960642832999994
topology,random_4,100,140.0,0.25,p2p,1,10.0,10.0,10.0,1000000000.0,1000000000.0,1000000000.0,2.0,10,random,2e-05,1,fixed,4,1.0,1000000000.0,735.0414781059376,704.3852531071725,734.2421941900601,202.1225999096452,14.0,140.00000000000227,13859.999999892578,13019.999999935855,2.0000000000000004,49.2936507936508,111705,560,14000.0,28.609785166999984
